x,y,long,short,radian,bool
419.84,706.809,5.119,19.416,85.89,0.0
1090.5,703.0,2.1213,3.0,90.0,0.0
700.72,703.5,0.0,1.0,0.0,0.0
758.50,702.499,0.9998,12.192,90.67,0.0
730.498,702.99,0.1723,0.28034,121.56,0.0
1277.339355,701.339,2.5162,3.5216,44.99,0.0
786.5,701.5,3.1622,3.1622,0.0,0.0
761.466,673.254,31.601,184.692,68.890,0.0
816.53,702.119,2.7177,5.15,159.03,0.0
307.5,700.0,0.0,0.001,0.0,0.0
1093.0,699.5,2.1213,3.0,0.0,0.0
122.5,702.0,0.0,1.0,180.0,0.0
1279.0,698.5,2.1213,3.0,0.0,0.0
964.0,700.0,0.0,0.000,180.0,0.0
960.206,697.896,1.0685,4.124,61.33,0.0
1176.0,696.5,2.1213,3.0,0.0,0.0
367.980,710.557,22.355,40.060,46.84,0.0
270.040,698.47,1.8639,5.5375,11.746,0.0
1282.5,695.0,2.1213,3.0,90.0,0.0
1100.5,695.0,2.1213,3.0,90.0,0.0
150.89,703.089,1.7271,18.733,169.754394,0.0
1178.0,692.5,2.1213,3.0,0.0,0.0
118.0,703.0,0.0,0.005,180.0,0.0
1101.0,691.5,3.2469,4.248,90.0,0.0
144.194,694.497,1.6036,6.105,15.798,0.0
140.88,691.887,2.2188,2.6661,44.999,0.0
134.52,699.657,8.467,18.296,176.422,0.0
127.034,692.106,2.243,3.4324,177.209,0.0
123.29,693.839,1.369,6.386,150.95,0.0
1177.0,690.5,2.1213,3.0,0.0,0.0
1296.0,696.5,2.1460,28.620,0.0,0.0
1179.5,689.0,2.403,4.535,144.546,0.0
1176.0,688.5,2.1213,3.0,0.0,0.0
1065.0,688.0,2.1821,4.082,90.0,0.0
274.85,689.070,1.3810,2.577,49.796,0.0
421.5,686.5,3.1622,3.1622,0.0,0.0
551.31,690.031738,173.605,177.93,152.88,1.0
677.09,686.245,0.7217,6.09,159.967,0.0
1291.0,684.0,2.2198,9.219,0.0,0.0
1294.060,683.730,3.551,9.33,8.770,0.0
1176.870,680.870,3.8421,4.53,44.99,0.0
1104.5,680.0,2.1213,3.0,90.0,0.0
139.85,681.892,2.751,3.8954,42.09,0.0
125.86,681.793,2.199,3.7746,166.99,0.0
147.0,681.5,0.0,0.001,0.0,0.0
1292.0,678.5,2.1213,3.0,0.0,0.0
1184.0,679.5,2.2105,5.249,0.0,0.0
1003.0,680.5,2.2139,10.685,0.0,0.0
40.600,678.119,2.2880,6.297,70.39,0.0
1259.5,677.0,2.403,4.535,35.45,0.0
118.0,680.5,0.0,0.0022,0.0,0.0
331.5,675.0,0.0,0.001,0.0,0.0
307.5,675.0,0.0,0.001,0.0,0.0
275.5,678.0,0.0,1.0,0.0,0.0
1185.0,675.5,2.2105,5.249,0.0,0.0
845.111816,683.806,8.953,17.55,2.891,0.0
146.0,675.5,0.0,0.000,180.0,0.0
1291.0,674.5,2.223,7.822,0.0,0.0
1186.0,672.5,2.1213,3.0,0.0,0.0
1175.0,675.5,2.2139,10.685,0.0,0.0
1051.5,672.0,2.2139,10.685,90.0,0.0
1259.814,677.001,4.967,17.705,26.05,0.0
1184.279,669.0,2.998,3.8324,0.0,0.0
345.0,669.5,0.0,0.000,180.0,0.0
271.50,668.499,0.9998,12.192,90.67,0.0
145.0,669.5,0.0,0.000,180.0,0.0
122.5,667.5,0.9993,27.373,0.07626,0.0
1188.5,665.5,3.1622,3.1622,0.0,0.0
1184.5,664.0,2.1213,3.0,90.0,0.0
930.154,679.459,19.187,34.07,3.708,0.0
140.5,666.5,0.0,1.0,180.0,0.0
137.45,664.771,1.1436,2.655,7.018,0.0
131.96,672.258,7.2894,17.497,174.70,0.0
125.45,664.771,1.1436,2.655,7.018,0.0
991.286,679.864,24.31,33.42,160.492,0.0
1113.0,661.5,0.0,0.00,0.0,0.0
371.0,658.0,0.0,0.000,0.0,0.0
307.5,658.0,0.0,0.001,0.0,0.0
1304.0,657.0,2.1821,4.082,0.0,0.0
1182.5,655.0,2.1213,3.0,90.0,0.0
1177.5,655.0,2.1213,3.0,90.0,0.0
1194.0,654.5,2.1213,3.0,0.0,0.0
1187.0,654.0,2.1821,4.082,90.0,0.0
1179.5,654.0,2.1213,3.0,90.0,0.0
355.5,654.0,0.0,0.001,0.0,0.0
1184.5,653.0,2.1213,3.0,90.0,0.0
786.164,683.989746,56.279,64.71,176.817871,0.0
720.001,687.267,57.80,96.68,79.82,0.0
124.560,654.040,2.1457,3.2975,113.219,0.0
1188.0,652.0,2.1821,4.082,90.0,0.0
846.061,689.059,52.542,66.74,4.625,0.0
1191.904,653.611,4.620,7.388,4.402,0.0
928.744,680.022,54.325,64.78,9.032,0.0
889.678,680.00,17.19,80.72,1.0937,0.0
1112.854980,685.815,18.145,66.463,179.26,0.0
980.5,650.0,2.1213,3.0,90.0,0.0
984.0,649.0,2.1821,4.082,90.0,0.0
713.5,649.0,0.0,0.000,0.0,0.0
693.5,649.0,0.0,0.000,0.0,0.0
1067.5,648.0,2.2139,10.685,90.0,0.0
1051.5,648.0,2.2139,10.685,90.0,0.0
1035.5,648.0,2.2139,10.685,90.0,0.0
1008.5,648.0,2.1213,3.0,90.0,0.0
1000.350,648.637,3.37,17.68,96.93,0.0
725.0,648.5,0.0,1.0,0.0,0.0
260.0,648.0,2.1821,4.082,90.0,0.0
256.5,648.0,2.1213,3.0,90.0,0.0
855.5,646.0,0.0,0.003,0.0,0.0
323.577,647.289,4.063,121.02,89.92,0.0
229.49,645.993,0.7002,14.99,134.87,0.0
1127.0,644.5,2.1213,3.0,0.0,0.0
923.5,644.0,0.0,0.001,0.0,0.0
129.0,644.5,2.1213,3.0,0.0,0.0
1137.805,645.652,5.255,7.423,124.84,0.0
677.58,643.876,2.642,13.884,87.75,0.0
362.01,643.819,3.7335,26.690,87.38,0.0
19.501,645.0,1.0044,30.11,0.0,0.0
253.5,642.0,2.1213,3.0,90.0,0.0
671.0,641.5,2.1213,3.0,0.0,0.0
426.53,647.570800,3.7944,17.475,45.21,0.0
296.217,642.653,5.417,81.98,89.950,0.0
110.34,641.833,2.783,8.45,85.754,0.0
1134.888,641.050,3.8056,5.048,3.4909,0.0
129.769,645.633,3.5576,10.608,175.21,0.0
351.659,640.863,6.902,33.13,83.46,0.0
673.712,637.883,4.45,10.849,77.200,0.0
1158.55,640.944,2.8605,15.428,165.16,0.0
1156.0,633.5,2.1213,3.0,0.0,0.0
676.283,632.619,3.569,15.551,87.34,0.0
669.5,632.0,2.1213,3.0,90.0,0.0
222.731,640.284,4.682,11.20,151.63,0.0
54.0,633.0,2.1821,4.082,0.0,0.0
1155.0,631.5,2.1213,3.0,0.0,0.0
439.01,633.164,4.838,14.474,47.88,0.0
675.595214,635.828,16.960,22.919,158.913,0.0
814.871,629.88,4.773,6.556,2.3797,0.0
1136.5,626.0,2.1213,3.0,90.0,0.0
825.872,627.408,5.378,6.556,76.326,0.0
913.076,627.54,3.9945,6.02,3.253,0.0
859.69,626.425,5.200,6.305,81.88,0.0
847.695,629.699,9.15,11.157,0.5378,0.0
836.130,627.024,5.859,7.070,55.46,0.0
1138.5,624.0,2.1213,3.0,90.0,0.0
872.29,629.148,9.144,11.544,0.5635,0.0
835.956,629.32,7.397,15.26,5.26,0.0
825.482,628.760253,8.34,13.25,13.796,0.0
815.117,641.581542,9.813,30.665,178.18,0.0
803.910,630.659,8.55,13.433,4.7462,0.0
665.5,624.0,2.1213,3.0,90.0,0.0
1008.684,625.601,4.625,6.135,9.581,0.0
953.447,627.53,9.035,11.206,3.222,0.0
941.264,624.565,5.276,6.970,77.52,0.0
888.817,629.026,8.535,14.638,0.33177,0.0
872.11,629.289,11.046,13.720,9.103,0.0
859.871582,629.911,8.303,17.768,177.730,0.0
847.787,629.753,11.023,13.668,5.0797,0.0
295.816,698.152,131.71,307.559,90.46,0.0
912.918,633.870,8.818,21.338,1.3800,0.0
899.653,628.43,10.067,15.819,32.84,0.0
895.908,628.861,3.2429,11.062,3.2334,0.0
442.49,622.994,0.7048,12.621,45.03,0.0
976.5,627.557,8.56,28.544,0.0,0.0
965.121,627.109375,8.84,13.343,7.122,0.0
953.430,627.42,11.346,13.72,8.143,0.0
941.012,627.755,8.470,17.604,0.9237,0.0
933.5,627.259277,0.0,1.0,180.0,0.0
924.813964,628.588,8.058,37.88,1.6754,0.0
1008.468,635.152,9.326,26.501,2.1223,0.0
995.093,626.00,13.187,15.78,6.206,0.0
984.5,626.5,0.0,1.0,180.0,0.0
662.5,617.0,2.1213,3.0,90.0,0.0
1147.0,616.0,0.0,0.000,0.0,0.0
660.0,616.0,2.1821,4.082,90.0,0.0
428.5,618.27,0.0,1.0,0.0,0.0
33.0,615.0,2.1821,4.082,90.0,0.0
655.0,613.5,2.1213,3.0,0.0,0.0
252.60,613.853,2.6648,11.596,86.54,0.0
715.037,615.349,17.835,23.14,45.95,0.0
663.5,611.0,2.1572,24.601,90.0,0.0
1295.437,638.006,26.659,93.60,173.02,0.0
1186.351,617.540527,8.452,52.82,82.162,0.0
721.435,604.266113,27.17,50.69,137.91,0.0
676.5,610.0,2.1991,13.813,90.0,0.0
652.241,610.724,2.720,4.32,67.44,0.0
33.55,612.77,7.417,23.286,96.47,0.0
272.574,622.945,24.974,90.84,93.95,0.0
668.185,615.70,20.509,32.432,98.69,0.0
45.0,607.5,0.0,1.0,0.0,0.0
525.5,606.5,0.0,1.0,0.0,0.0
255.39,607.399,0.5652,1.2652,0.0,0.0
276.082,605.695,1.8621,12.003,86.65,0.0
231.92,604.988,0.22102,0.94,0.0,0.0
23.06,605.0,1.4569,2.426,130.69,0.0
9.631,609.356,11.658,18.05,89.90,0.0
742.625,1290.038,984.504,1480.972,62.65,0.0
558.338,611.88,16.564,57.361,96.33,0.0
677.419,602.779785,2.8048,12.896,86.16,0.0
36.5,605.0,0.0,1.0,180.0,0.0
428.5,605.5,0.0,1.0,0.0,0.0
275.23,601.5,0.0,1.0,0.0,0.0
55.27,606.851,7.678,28.15,109.48,0.0
665.329,602.999,4.699,47.602,89.977,0.0
81.0,600.0,2.1821,4.082,90.0,0.0
28.411,603.986,6.362,8.476,170.92,0.0
2.428,599.679,2.1380,4.732,68.87,0.0
669.080,597.494,3.2301,42.456,89.94,0.0
764.643,602.07,16.938,24.24,81.05,0.0
425.741,596.50,0.993,5.204,157.51,0.0
12.458,597.037,6.276,16.405,86.92,0.0
23.34,597.960,3.561,11.13,44.198,0.0
813.261,600.726,16.26,22.245,2.21,0.0
998.0,596.087,6.816,11.436,0.0,0.0
975.210,592.583,9.678,11.70,80.48,0.0
41.467,591.290,4.6070,7.4048,96.78,0.0
1025.58,591.5,9.793,10.796,90.0,0.0
733.691,596.573,16.06,19.346,12.519,0.0
711.465,595.151,14.86,17.223,18.336,0.0
31.540,590.733,3.6584,6.5264,139.02,0.0
763.374,603.551,36.708,43.88,53.89,0.0
844.232,598.741,24.132,32.94,3.664,0.0
813.401,600.875,29.724,31.430,19.494,0.0
917.560,599.190,20.78,31.184,0.7878,0.0
894.589,601.114,21.11,30.452,169.59,0.0
870.922,597.658,24.977,28.494,9.537,0.0
973.407714,595.341,21.158,31.097,25.940,0.0
941.395,595.960,24.41,28.780,13.583,0.0
1025.144,597.192,23.513,33.93,177.05,0.0
998.033,601.71,22.28,35.04,4.266,0.0
1052.547,596.496,25.186,31.729,3.281,0.0
530.667,576.971,3.4674,17.374,84.58,0.0
11.272,579.217,3.939,7.919,24.793,0.0
7.48,575.758,1.063,3.722,2.610,0.0
11.0,569.0,2.1821,4.082,90.0,0.0
9.832,577.811,17.93,20.978,72.91,0.0
529.657,564.68,1.664,6.105,140.85,0.0
0.5,565.764,0.0,1.0,180.0,0.0
834.62,568.05,15.713,16.268,168.43,0.0
824.368,570.152832,3.639,23.495,1.6308,0.0
809.734863,569.51,18.823,20.158,9.114,0.0
877.424,568.798,3.4979,23.77,1.0733,0.0
865.094,567.550,14.245,19.443,3.0747,0.0
848.92,568.835,12.855,17.397,2.2578,0.0
520.937,556.385,1.3140,5.049,157.625,0.0
509.5,552.0,2.1213,3.0,90.0,0.0
521.401,547.195,3.013,4.140,158.950,0.0
417.999,546.996,0.00,0.00,0.0,0.0
723.03,562.983,40.43,40.96,29.516,0.0
510.5,542.5,3.1622,3.1622,0.0,0.0
203.90,893.906,375.174,564.733,149.585,0.0
39.50,539.499,0.9998,12.192,90.67,0.0
526.669,559.729,20.484,54.75,131.90,0.0
1200.581,512.996,0.11542,0.4006,106.035,0.0
510.0,506.5,2.1213,3.0,0.0,0.0
491.546,515.663,12.253,21.340,18.859,0.0
472.360,495.908,3.5017,5.018,65.80,0.0
1174.660644,489.33,2.5162,3.5216,135.00,0.0
484.399,487.27,4.1482,8.997,54.84,0.0
807.5,482.0,2.1572,24.601,90.0,0.0
755.5,482.0,2.1196,41.804,90.0,0.0
711.5,482.0,2.1572,24.601,90.0,0.0
663.5,482.0,2.1572,24.601,90.0,0.0
645.0,482.0,2.2215,6.497,90.0,0.0
635.5,482.0,2.2139,10.685,90.0,0.0
587.5,482.0,2.2139,10.685,90.0,0.0
843.5,481.0,2.2139,10.685,90.0,0.0
827.5,481.0,2.2139,10.685,90.0,0.0
787.5,481.0,2.1196,41.804,90.0,0.0
695.41,481.579,3.3241,16.014,85.14,0.0
623.5,481.0,2.1572,24.601,90.0,0.0
566.774,481.358,2.886,35.49,88.30,0.0
547.5,481.0,2.2139,10.685,90.0,0.0
855.5,480.0,2.1572,24.601,90.0,0.0
835.5,480.0,2.2139,10.685,90.0,0.0
811.5,480.0,2.1196,41.804,90.0,0.0
719.5,480.0,2.1572,24.601,90.0,0.0
595.5,480.5,3.3342,10.381,90.0,0.0
448.0,480.5,2.1213,3.0,0.0,0.0
878.774,479.358,2.886,35.49,88.30,0.0
947.5,478.0,2.2139,10.685,90.0,0.0
907.5,478.0,2.2139,10.685,90.0,0.0
964.184,477.715,3.03,7.053,95.59,0.0
655.5,472.0,2.095,61.761,90.0,0.0
563.5,472.0,2.2139,10.685,90.0,0.0
703.142,471.16,2.575,40.01,88.866,0.0
609.5,471.0,2.2105,5.249,90.0,0.0
591.5,471.0,2.1572,24.601,90.0,0.0
450.33,470.66,2.5162,3.5216,135.0,0.0
1316.0,469.5,0.0,0.00,0.0,0.0
485.419,471.327636,5.992,16.131,39.29,0.0
455.365,472.01,9.661,14.972,144.43,0.0
436.195,464.401,3.013,4.140,111.04,0.0
694.0,463.0,2.1821,4.082,90.0,0.0
448.80,463.80,2.4433,5.4782,45.0,0.0
440.5,463.0,2.1213,3.0,90.0,0.0
442.804,461.598,3.013,4.140,111.04,0.0
446.975,460.853,2.9974,4.950,129.69,0.0
675.5,459.0,2.2139,10.685,90.0,0.0
440.0,459.5,2.1213,3.0,0.0,0.0
714.0,458.0,2.2215,6.497,90.0,0.0
643.5,458.5,3.3342,10.381,90.0,0.0
581.971,458.574,3.1984,29.91,88.75,0.0
525.5,458.0,2.1213,3.0,90.0,0.0
796.0,456.0,2.2067,12.218,90.0,0.0
779.5,456.0,2.2139,10.685,90.0,0.0
747.5,456.0,2.0798,84.13,90.0,0.0
707.5,456.0,2.2139,10.685,90.0,0.0
571.5,456.0,2.2139,10.685,90.0,0.0
539.5,456.0,2.2139,10.685,90.0,0.0
443.0,457.5,2.37,8.604,132.730,0.0
1092.0,455.0,2.1821,4.082,90.0,0.0
810.338,455.766,2.897,10.947,93.94,0.0
899.5,454.0,2.2139,10.685,90.0,0.0
881.0,454.0,2.1821,4.082,90.0,0.0
847.5,454.0,2.1572,24.601,90.0,0.0
826.10,454.715,2.7764,29.587,91.95,0.0
814.5,454.0,2.1213,3.0,90.0,0.0
906.0,453.0,2.2215,6.497,90.0,0.0
885.0,453.0,2.2215,6.497,90.0,0.0
875.5,453.0,2.2139,10.685,90.0,0.0
953.5,452.0,2.1213,3.0,90.0,0.0
800.5,452.0,2.1213,3.0,90.0,0.0
909.0,450.0,2.2215,6.497,90.0,0.0
1208.036,450.212,1.5136,8.399,55.195,0.0
801.0,448.0,2.1821,4.082,90.0,0.0
749.5,447.0,2.1361,32.832,90.0,0.0
883.5,445.0,2.2139,10.685,90.0,0.0
1128.0,444.5,2.1213,3.0,0.0,0.0
759.5,444.0,2.1572,24.601,90.0,0.0
1216.65,443.979,1.6195,3.9017,66.68,0.0
839.5,443.0,2.1572,24.601,90.0,0.0
791.5,443.0,2.1572,24.601,90.0,0.0
893.5,442.0,2.2105,5.249,90.0,0.0
771.5,440.0,2.2139,10.685,90.0,0.0
751.5,440.0,2.1572,24.601,90.0,0.0
803.5,434.0,2.2139,10.685,90.0,0.0
1225.783,435.716,0.0,0.7071,0.0,0.0
414.232,434.953613,7.425,13.083,82.37,0.0
804.85,458.429,59.54,826.286,90.102,0.0
1251.5,426.348,3.1567,4.827,90.0,0.0
1203.684,638.128,222.71,432.789,170.27,0.0
1240.131,451.84,29.22,94.41,51.97,0.0
1233.5,425.5,0.9669,6.100,33.791,0.0
1103.5,424.5,1.0006,28.728,0.06959,0.0
807.5,422.0,0.0,0.003,0.0,0.0
1311.5,418.5,0.5296,1.3334,0.0,0.0
1288.5,418.5,0.0,1.0,0.0,0.0
1253.582,419.124,2.3429,2.6129,0.0,0.0
1271.563964,417.076,0.41842,6.87,93.23,0.0
807.5,417.0,0.0,0.003,0.0,0.0
1239.501,418.0,1.0048,28.72,0.0,0.0
547.5,415.0,0.0,0.00,0.0,0.0
1141.74,411.5,0.0,1.0,0.0,0.0
1127.73,412.0,1.4398,3.708,59.178,0.0
811.5,409.0,0.0,0.00,0.0,0.0
763.5,409.0,0.0,0.00,0.0,0.0
699.5,409.0,0.0,0.00,0.0,0.0
690.0,409.0,0.0,0.000,0.0,0.0
667.5,409.0,0.0,0.00,0.0,0.0
643.5,409.0,0.0,0.00,0.0,0.0
646.756,570.887,132.39,142.816,7.298,1.0
399.371,630.444,5.041,6.35,88.32,0.0
386.790,629.858,1.8045,7.533,96.56,0.0
355.953,631.171,1.736,4.417,20.691,0.0
315.601,632.578,3.5485,6.644,1.5397,0.0
287.87,630.49,1.0022,6.553,61.391,0.0
215.82,630.046,1.7366,4.4171,69.30,0.0
182.46,630.143,3.931,4.738,55.17,0.0
134.975,632.778,5.714,11.324,92.52,0.0
115.808,631.45,2.6412,5.620,49.86,0.0
452.0,628.5,2.1213,3.0,0.0,0.0
427.551,632.192,6.911,12.710,128.000488,0.0
403.5,628.0,2.1213,3.0,90.0,0.0
366.5,628.5,0.0,1.0,0.0,0.0
214.50,637.668,7.99,15.815,0.0,0.0
191.49,629.507,1.009,12.328,0.11481,0.0
299.98,687.922,32.13,283.160,0.0,0.0
106.5,628.0,2.1213,3.0,90.0,0.0
29.42,629.029,2.2434,5.8785,87.27,0.0
1282.989,624.473,0.13197,1.4854,5.0243,0.0
335.0,627.5,0.0,1.0,0.0,0.0
304.5,627.0,2.1213,3.0,90.0,0.0
284.058,629.42,1.9857,6.199,140.185,0.0
276.46,627.66,2.9992,4.594,102.06,0.0
229.82,629.753,3.6463,5.505,145.11,0.0
93.43,628.263,1.8860,7.718,99.70,0.0
1189.5,626.0,2.1213,3.0,90.0,0.0
931.0,626.5,2.1213,3.0,0.0,0.0
702.001,628.00,0.00,0.008313,157.47,0.0
393.0,627.5,0.9319,1.239,73.15,0.0
294.0,627.499511,0.03244,0.1069,0.0,0.0
289.73,626.006,0.18409,0.36869,63.52,0.0
266.0,627.5,0.04635,0.07495,0.0,0.0
263.0,628.0,3.464,3.464,0.0,0.0
158.0,626.5,2.1213,3.0,0.0,0.0
140.17,625.981,3.690,4.873,137.613,0.0
80.5,626.5,0.0,1.0,0.0,0.0
401.478027,630.898,9.473,12.998,97.21,0.0
330.500,625.07,0.4088,6.745,93.23,0.0
328.01,626.46,2.15,3.4098,155.37,0.0
303.575,626.624511,5.249,8.233,114.04,0.0
270.439,627.398,1.3338,5.304,146.28,0.0
255.188,626.587,3.3652,6.855,68.29,0.0
219.451,630.368,6.423,16.495,61.564,0.0
204.311,627.623,4.6504,6.813,90.52,0.0
149.03,626.70,10.613,18.819,103.49,0.0
120.164,627.785,2.7941,8.769,141.38,0.0
105.63,627.152,2.869,5.371,121.27,0.0
66.51,625.500,1.0026,13.573,90.64,0.0
602.399,625.399,0.5652,1.2652,0.0,0.0
411.32,626.638,6.17,6.505,128.04,0.0
363.901,624.796,1.5102,2.4803,121.778,0.0
218.75,624.5,1.0,7704.976074,90.0,0.0
174.60,625.60,3.4130,5.5641,105.74,0.0
112.48,626.996582,2.1763,6.3638,39.516,0.0
13.0,624.0,3.464,3.464,0.0,0.0
446.414,625.819,5.575,8.081,60.388,0.0
231.44,624.746,1.9165,4.167,146.69,0.0
198.72,623.827,3.822,5.709,139.79,0.0
167.18,625.430,3.2198,6.157,52.495,0.0
98.28,623.5,0.0,1.0,0.0,0.0
65.15,623.495,0.9929,60.053,90.073,0.0
708.5,622.5,0.0,1.0,0.0,0.0
413.516,625.449,6.4506,17.705,76.66,0.0
312.934,625.346,3.0275,6.668,22.408,0.0
149.92,623.813,2.37,4.154,171.015,0.0
132.5,623.0,2.2347,3.205,119.28,0.0
63.29,622.000,0.03809,0.11171,71.18,0.0
36.417480,623.624,1.307,3.047,109.142,0.0
432.504,621.49,0.9999,12.249,89.89,0.0
396.94,621.769,2.6309,4.309,84.72,0.0
324.486,622.320,2.5750,4.929,60.102,0.0
287.425,621.941,1.9860,6.200,50.188,0.0
239.39,623.379,4.125,9.132,102.660,0.0
214.121,623.109,2.832,7.432,63.878,0.0
47.85,621.994,0.11489,2.349,87.21,0.0
29.051,623.03,2.2044,4.13,23.357,0.0
402.75,620.5,1.0,8604.836,90.0,0.0
356.75,620.5,1.0,8604.836,90.0,0.0
270.108,620.499,0.9974,57.903,89.996,0.0
108.5,620.5,0.0,1.0,0.0,0.0
103.28,621.471,2.5803,3.1824,24.808,0.0
25.389,617.052,4.3199,11.67,30.013,0.0
6.922,621.021,0.9493,4.564,119.01,0.0
935.401,619.804,3.013,4.140,21.049,0.0
120.06,626.379,9.252,13.051,27.90,0.0
76.903,620.911,4.300,4.806,8.443,0.0
38.0,619.5,0.9319,1.239,106.84,0.0
1284.0,619.5,0.0,0.00,0.0,0.0
290.46,620.011,3.198,5.310,129.920,0.0
169.5,618.5,3.1622,3.1622,0.0,0.0
91.486,622.468,4.240,7.888,30.224,0.0
45.37,618.966308,2.1108,3.430,67.87,0.0
441.227,621.157,4.7740,10.880,54.949,0.0
430.006,617.997,1.261,2.1976,134.943,0.0
398.5,618.0,0.7071,1.0,0.0,0.0
374.504,619.428,5.2432,21.032,92.52,0.0
329.503,618.000,0.11492,0.18586,58.217,0.0
294.75,617.5,1.0,7704.976074,90.0,0.0
253.98,618.01,1.8718,4.299,108.05,0.0
232.06,619.142,3.135,5.391,110.12,0.0
129.99,618.508,0.7182,16.690,44.74,0.0
409.656,617.790,3.712,6.481,77.94,0.0
320.941,616.633,2.8847,4.267,83.45,0.0
301.848,618.735,4.845,7.194,109.45,0.0
266.35,617.309,2.0213,8.34,97.76,0.0
217.05,615.575,1.985,6.199,39.81,0.0
210.0,616.0,3.464,4.920,90.0,0.0
155.125,618.265,2.6182,8.279,57.481,0.0
63.5,616.5,0.5296,1.3333,0.0,0.0
319.5,615.5,0.529,1.3333,0.0,0.0
248.44,618.436,5.134,7.58,158.35,0.0
204.5,616.0,1.5895,3.845,65.99,0.0
102.79,616.102,1.5293,2.480,31.269,0.0
68.67,617.69,2.7779,5.234,164.11,0.0
366.00,614.999,0.07588,0.18256,0.0,0.0
332.0,615.0,2.8215,5.259,49.73,0.0
172.5,614.5,3.1622,3.1622,0.0,0.0
677.984,613.488,0.7084,12.654,135.33,0.0
351.649,613.5,0.0,1.0,0.0,0.0
347.560,615.669,5.004,10.630,102.54,0.0
253.5,614.5,1.3373,7.004,114.026,0.0
189.0,615.0,3.2941,15.014,1.3012,0.0
170.46,617.720,7.265,14.381,61.35,0.0
96.5,613.5,0.5296,1.33,0.0,0.0
438.026,614.807,4.282,5.220,121.72,0.0
421.32,618.01,9.827,10.064,179.29,0.0
393.423,613.064,1.5143,3.8863,66.06,0.0
276.5,612.497,1.00,9.650,179.353,0.0
236.469,613.746,3.928,11.235,85.87,0.0
181.5,612.0,2.1213,3.0,90.0,0.0
28.0,613.5,3.386,30.990,143.63,0.0
7.682,615.421,5.453,8.590,53.91,0.0
414.808,611.983,1.674,5.34,73.034,0.0
403.599,612.39,0.5657,1.2654,0.0,0.0
378.49,612.501,0.037303,0.15773,0.0,0.0
256.85,613.70,3.7248,9.43,112.75,0.0
130.25,613.161,2.8861,4.622,155.63,0.0
18.395,613.206,4.257,10.659,80.80,0.0
650.231,803.140625,188.65,361.11,177.672,0.0
371.959,610.56,2.145,3.2972,23.21,0.0
295.489,610.97,2.0622,4.555,113.919,0.0
242.99,611.0,0.00,0.004525,76.695,0.0
165.5,610.0,2.1213,3.0,90.0,0.0
109.0,610.5,0.0,1.0,0.0,0.0
103.65,617.750,11.99,18.59,116.94,0.0
80.50,610.999,0.07209,0.11678,58.26,0.0
70.0,610.5,2.1213,3.0,0.0,0.0
968.433,610.105,2.253,11.076,90.497,0.0
356.706,610.498,1.7211,2.4385,61.177,0.0
346.489,609.499,0.9999,12.191,89.33,0.0
238.53,610.035,0.0,0.7071,0.0,0.0
180.28,618.660,8.721,17.42,177.104,0.0
95.363,610.636,2.700,3.351,44.99,0.0
60.70,610.248,2.3042,6.440,105.76,0.0
985.799,608.980,2.077,9.302,90.36,0.0
976.0,609.5,0.0,0.000,180.0,0.0
443.53,609.532,2.6974,3.7569,135.0,0.0
429.103,609.953,3.1005,4.301,137.652,0.0
264.0,608.0,3.6856,14.411,87.95,0.0
220.5,608.75,1.0,10197.708,180.0,0.0
113.80,608.799,2.201,2.9425,45.0,0.0
91.41,609.209,1.2306,2.266,165.69,0.0
69.98,610.767,4.966,5.35,85.85,0.0
43.798,609.102,1.5293,2.480,31.269,0.0
950.232,607.903,1.8683,6.985,97.66,0.0
416.97,607.989,1.8335,4.409,71.27,0.0
252.58,608.486,2.6087,9.22,79.594,0.0
196.06,609.071,3.341,14.17,76.406,0.0
179.0,607.5,0.0,1.0,0.0,0.0
83.20,608.103,1.0685,4.124,118.66,0.0
33.716308,609.003,4.008,4.616,8.499,0.0
969.5,606.5,0.0,1.0,0.0,0.0
412.0,607.0,1.632,2.8284,45.0,0.0
394.86,607.455,1.5416,5.086,61.212,0.0
285.344,607.172,1.3270,2.150,150.27,0.0
237.0,606.5,0.0,1.0,0.0,0.0
128.58,607.007,3.4318,5.516,60.286,0.0
387.504,606.007,0.71,12.687,134.96,0.0
280.900878,607.03,1.5033,7.448,44.16,0.0
168.0,605.406,2.1238,3.0229,0.0,0.0
134.797,616.817,8.309,29.980,0.0,0.0
62.0,605.5,0.0,1.0,0.0,0.0
404.5,605.5,1.0006,27.399,0.07652,0.0
388.252,603.722,10.65,18.091,0.0,0.0
360.0,605.500,0.026609,0.13843,169.08,0.0
223.40,605.826,2.1696,6.758,111.27,0.0
214.0,604.5,0.0,1.0,0.0,0.0
138.335,606.959,3.8461,5.466,25.69,0.0
53.11,606.436,3.3787,8.825,26.986,0.0
999.0,603.0,2.1821,4.082,90.0,0.0
425.221,605.325,4.870,9.968,85.467,0.0
419.0,604.0,1.632,2.8284,135.0,0.0
392.504,604.007,0.71,12.687,134.96,0.0
204.47,602.985,4.0285,10.356,96.75,0.0
183.92,605.535,1.8694,4.868,169.337,0.0
145.147,603.480,2.690,26.52,69.57,0.0
100.89,604.747,4.322,4.945,107.33,0.0
87.19,604.405,2.2516,5.558,54.678,0.0
46.37,603.496,1.0087,9.571,90.81,0.0
275.630,603.021,1.5926,3.857,114.20,0.0
228.99,602.0,0.057013,0.05704,0.0,0.0
